date,naive_lo_l2,naive_lns_l2,naive_los_l2,naive_mx_l2,naive_lo_l3,naive_lns_l3,naive_los_l3,naive_mx_l3,naive_lo_l4,naive_lns_l4,naive_los_l4,naive_mx_l4,naive_random_lo_l2,naive_random_lns_l2,naive_random_los_l2,naive_random_mx_l2,naive_random_lo_l3,naive_random_lns_l3,naive_random_los_l3,naive_random_mx_l3,naive_random_lo_l4,naive_random_lns_l4,naive_random_los_l4,naive_random_mx_l4,black_litterman_lo_l2,black_litterman_lns_l2,black_litterman_los_l2,black_litterman_mx_l2,black_litterman_lo_l3,black_litterman_lns_l3,black_litterman_los_l3,black_litterman_mx_l3,black_litterman_lo_l4,black_litterman_lns_l4,black_litterman_los_l4,black_litterman_mx_l4,mvo_lo_l2,mvo_lns_l2,mvo_los_l2,mvo_mx_l2,mvo_lo_l3,mvo_lns_l3,mvo_los_l3,mvo_mx_l3,mvo_lo_l4,mvo_lns_l4,mvo_los_l4,mvo_mx_l4,ridge_lo_l2,ridge_lns_l2,ridge_los_l2,ridge_mx_l2,ridge_lo_l3,ridge_lns_l3,ridge_los_l3,ridge_mx_l3,ridge_lo_l4,ridge_lns_l4,ridge_los_l4,ridge_mx_l4,ridge_random_lo_l2,ridge_random_lns_l2,ridge_random_los_l2,ridge_random_mx_l2,ridge_random_lo_l3,ridge_random_lns_l3,ridge_random_los_l3,ridge_random_mx_l3,ridge_random_lo_l4,ridge_random_lns_l4,ridge_random_los_l4,ridge_random_mx_l4,SPY_buy_and_hold,equal_weight_benchmark
2003-01-01,-0.019368071354357506,-0.004874020911995848,-0.019368071354357506,-0.019368071354357506,-0.016220192795143973,-0.004441858991601258,-0.0068249159320647535,-0.016220192795143973,-0.018817071853017342,-0.00796488144186927,-0.00682094189343635,-0.018817071853017342,-0.013272521462689962,0.010761310963400206,0.0010034196115240486,-0.013272521462689962,-0.012205319678533642,0.011053738613814458,0.012586892596107629,-0.012205319678533642,-0.017196499635906335,0.00954526654730108,0.014038515345215146,-0.017196499635906335,-0.028229977085655254,-0.009138818190016443,-0.011760529541438957,-0.028229977085655254,-0.028887693255153925,-0.012232250313189766,-0.010482783985044137,-0.028887693255153925,-0.027258521340571735,-0.013295749592396265,-0.01376645076884341,-0.027258521340571735,-0.003266293044696233,0.012575793807038629,0.014861013656776613,-0.003266293044696233,-0.008630085148980551,0.008346505965314919,0.012623293514510891,-0.008630085148980551,-0.01052343866889558,0.006129340981559087,0.008627816442288801,-0.01052343866889558,-0.020051679925170367,-0.006524409743179153,0.003708247243837272,-0.020051679925170367,-0.01795676646562822,-0.00793197158330593,-0.008674571760577555,-0.01795676646562822,-0.014709395992229066,-0.00839513570824755,-0.009309495390526223,-0.014709395992229066,-0.026991039389019124,-0.012964163067165604,-0.006936128405831684,-0.026991039389019124,-0.020912106925739585,-0.010392972748794395,-0.015207627187508534,-0.020912106925739585,-0.01917886478172852,-0.010195562766388331,-0.012447691804187198,-0.01917886478172852,-0.019802450460446708,-0.02306381201931649
2003-02-01,-0.007180593269544129,0.0029416799412741654,0.016271571144856615,-0.007180593269544129,-0.010631311718281074,-0.00041964778435175584,0.017997234087513372,-0.010631311718281074,-0.010631311718281074,0.0021451736150641543,0.0029416799412741654,-0.010631311718281074,-0.012039117666591936,0.008922684402326221,0.004253332001914658,-0.012039117666591936,-0.018308566093937495,0.01390204956304473,0.009390859511100523,-0.018308566093937495,-0.020362757458712105,0.013692353841901912,0.008659425917910328,-0.020362757458712105,0.014711177207314881,0.003447568839516508,0.0002323147139057318,0.014711177207314881,0.010159826937883814,0.0029082409934740377,0.0010534182460898707,0.010159826937883814,0.010159826937883814,0.004795245066849078,0.005567660027336365,0.010159826937883814,-0.026378692764815633,0.003142452339661878,0.0062502150385467786,-0.026378692764815633,-0.01717860238678622,0.003523459676952613,0.0004710043594137866,-0.01717860238678622,-0.009454752958198335,0.005339197013665659,0.0009957731247339724,-0.009454752958198335,-0.007068223750788723,-0.011751471779146523,-0.007068223750788723,-0.007068223750788723,-0.010072605314586206,-0.014702744218055926,-0.010072605314586206,-0.010072605314586206,-0.01062656978006956,-0.015827482972869983,-0.01062656978006956,-0.01062656978006956,-0.03443861688229394,0.016523714065150866,0.012988684135042703,-0.03443861688229394,-0.030391573027806887,0.006726336820685383,0.0005116439195639953,-0.030391573027806887,-0.030451918925145316,0.009495070977831694,0.0027846615636843257,-0.030451918925145316,-0.013478994673973843,-0.016289228397058476
2003-03-01,0.00862879109593339,-0.011755755444760794,-0.013532607852751162,0.00862879109593339,0.00862879109593339,-0.009863260120560598,-0.01890345102250416,0.00862879109593339,0.00862879109593339,-0.007474795111775845,-0.015834513433086363,0.00862879109593339,-0.01444812234640087,-0.027012911825383797,-0.030147172809805004,-0.01444812234640087,-0.008839843271845706,-0.021626051410632636,-0.02468817125772639,-0.008839843271845706,-0.008352964955524959,-0.01951690314481197,-0.02194860261453791,-0.008352964955524959,-0.004016577928442011,0.00021761371686215912,0.0020194000448491554,-0.004016577928442011,-0.004016577928442011,0.0008127412571624236,0.0019865324110126736,-0.004016577928442011,-0.004016577928442011,0.0011528270607336713,0.0009234756882099428,-0.004016577928442011,0.00973611703390618,0.0026151413684192743,0.007630093520801526,0.00973611703390618,0.0018953035253306844,0.00044553078972905166,0.00432761314750936,0.0018953035253306844,0.001059052357240603,0.00021738063180825815,0.0018887179261797165,0.001059052357240603,-0.014722428476129328,-0.010121032672226589,-0.014722428476129328,-0.014722428476129328,-0.011869946713326677,-0.007436342894847265,-0.011869946713326677,-0.011869946713326677,-0.004376500385282361,-0.0011413397033565977,-0.004376500385282361,-0.004376500385282361,-0.01230043156243395,0.0026490147929560575,0.005755764941906134,-0.01230043156243395,-0.01230043156243395,-0.005735195377793187,0.0030838432420378743,-0.01230043156243395,-0.01230043156243395,-0.006015633660495274,-0.0029623968586832156,-0.01230043156243395,-0.0018843745777836762,0.006266336048670218
2003-04-01,0.05930225916241944,-0.059231183275116284,-0.0662335591654495,0.05930225916241944,0.05930225916241944,-0.08101238373827653,-0.08659465942871697,0.05930225916241944,0.05930225916241944,-0.08872354532315307,-0.09314095092218397,0.05930225916241944,0.0812856512871165,-0.059126451210917544,-0.10207894702507742,-0.10207894702507742,0.08516872312856866,-0.06667473828625875,-0.10076680585085254,-0.10076680585085254,0.08219928941221402,-0.06870501613104707,-0.09884051801062577,-0.09884051801062577,0.016212986645963323,-0.0550104086517758,-0.06519774680024781,0.016212986645963323,0.04134479834241285,-0.07660679056764828,-0.08540536437191974,0.04134479834241285,0.059126125240932886,-0.08185609681275431,-0.0860659479094643,0.059126125240932886,0.0730902109193727,-0.03646576000448748,-0.059470339033548335,0.0730902109193727,0.07827456798552125,-0.023784209589736698,-0.03418486603551402,0.07827456798552125,0.06790996280455967,-0.02144320436444474,-0.019569067514000903,0.06790996280455967,0.10675168485007204,0.018106935271222882,0.03664857312909116,0.10675168485007204,0.10714515124166846,0.012409237478083443,-0.007788069372708562,0.10714515124166846,0.10714515124166846,0.004974682847227427,0.01810693527122288,0.10714515124166846,0.09525801671084788,-0.06492073459027031,-0.09379040840351688,-0.09379040840351688,0.09525801671084788,-0.06636074075002754,-0.09272541208962878,-0.09272541208962878,0.09525801671084788,-0.06671155874392079,-0.08272443475200408,-0.08272443475200408,0.08898527506658627,0.08034804049179493
2003-05-01,0.024852033005738426,-0.022535131314904942,-0.01980343133834488,0.024852033005738426,0.03135129499782653,-0.014860357238670546,-0.00838915854527248,0.03135129499782653,0.03333654801785101,-0.013742449900727347,-0.022535131314904942,0.03333654801785101,0.04749055806395988,-0.07589782718531407,-0.08676096283222344,0.04749055806395988,0.04749055806395988,-0.07132994491635311,-0.0804268048400076,0.04749055806395988,0.04749055806395988,-0.07302640584782724,-0.08231383533175995,0.04749055806395988,0.03763791160268401,-0.006408248542159709,0.03763791160268401,0.03763791160268401,0.03555754813498155,-0.007325726742247386,0.009811959284354972,0.03555754813498155,0.038253979210079475,-0.007486959869308786,0.014761321226109753,0.038253979210079475,0.036422120219669514,-0.023495708368620402,-0.028169989566952335,0.036422120219669514,0.04560404147020956,-0.01587760638039124,-0.018982115070252804,0.04560404147020956,0.04463031567420005,-0.01458689368993664,-0.010357518160139703,0.04463031567420005,0.064257881373973,0.06290163564501468,0.064257881373973,0.064257881373973,0.05659854684349161,0.05917618514527366,0.05659854684349161,0.05659854684349161,0.05563248792334533,0.05738393129443925,0.05563248792334533,0.05563248792334533,0.06856462214353298,-0.07621947834690432,-0.07555601083211404,0.06856462214353298,0.0793933299205661,-0.07166419160475923,-0.069350560820262,0.0793933299205661,0.07227521531861814,-0.06129572561268891,-0.06040168364624975,0.07227521531861814,0.0548366106684377,0.05798678064917284
2003-06-01,-0.006439311237588193,-0.019980209216460914,-0.023834945346552953,-0.006439311237588193,-0.006439311237588193,-0.01764514561006328,-0.020132937329267797,-0.006439311237588193,-0.006439311237588193,-0.01686433200470314,-0.01987323113610566,-0.006439311237588193,0.02295171796009225,0.022131459470838853,0.02295171796009225,0.02295171796009225,0.010225579816031316,0.009843689173635048,0.010225579816031316,0.010225579816031316,0.011656844565695547,0.011032188310591119,0.011656844565695547,0.011656844565695547,-0.00798959400961482,-0.007137207191713523,-0.0070619127166079345,-0.00798959400961482,-0.007697644947656505,-0.00858131037524915,-0.008651362409665773,-0.007697644947656505,-0.007697644947656505,-0.011834050333867606,-0.012401628634391825,-0.007697644947656505,0.019411184863380653,0.001422526599394046,-0.0054653834462417596,0.019411184863380653,0.016579348161086877,0.0018086940517803513,0.0027366719076197736,0.016579348161086877,0.012161103162908207,0.0006389701221937978,0.0031670411830474416,0.012161103162908207,0.012091221079062624,0.0056251214554859374,0.001116489966990218,0.012091221079062624,0.02081436301918779,0.012619957918816222,0.006002359292501907,0.02081436301918779,0.01928216917581779,0.011647323479315134,0.013602723415579613,0.01928216917581779,0.02181507720817858,0.010099647756781,-0.0011603019440784392,-0.0011603019440784392,0.019600041466735135,0.01122718787428903,0.011683837715306854,0.011683837715306854,0.017476671973449695,0.010025813764842078,0.011929298655369383,0.011929298655369383,0.007013227607514105,0.008241176169344921
2003-07-01,-0.04445059822828745,-0.03560243131224253,-0.04445059822828745,-0.04445059822828745,-0.019127883392162526,-0.015970664432580262,-0.019127883392162526,-0.019127883392162526,-0.003035892636409418,-0.0021355757539081944,-0.003035892636409418,-0.003035892636409418,0.06932266016753601,0.047873973896668434,0.05771125567799231,0.05771125567799231,0.04360325372049952,0.03197834553486065,0.05358224078839956,0.05358224078839956,0.03492448020212672,0.025114961916852765,0.03902599106857249,0.03902599106857249,0.013429103259963248,-0.0004859415507872302,0.011929394955067285,0.013429103259963248,-0.006495828181965384,-0.01229481279285287,-0.0008668761802101722,-0.006495828181965384,-0.002245478336902312,-0.007523493145876579,-0.01277018311525726,-0.002245478336902312,0.016500376614492406,-0.0024893696352985273,-0.01911223682086245,0.016500376614492406,0.017031691514150762,-0.001993183906527878,-0.00584800840301454,0.017031691514150762,0.018887060133096434,-2.074088602322527e-05,-0.003995299191131356,0.018887060133096434,-0.05894894859430344,0.009293049346198828,0.015749029852225697,-0.05894894859430344,-0.05894894859430344,-0.004824073868299291,0.0013552224529530515,-0.05894894859430344,-0.05894894859430344,-0.019339988588472797,-0.01742384849450847,-0.05894894859430344,0.055401603590440045,0.012273168683078704,0.0218309082074486,0.0218309082074486,0.027579091659088062,0.0012799557839883405,0.01800623418365171,0.01800623418365171,0.028392173295540824,0.004265009330889042,0.006131954471699656,0.006131954471699656,0.02170479006865844,0.01422686060679953
2003-08-01,0.05058787666033332,0.01383386215534273,0.0030438683579066227,0.05058787666033332,0.05014523103958285,0.004421627977114147,-0.006954351986543716,0.05014523103958285,0.049311989714229,0.0013072018337565577,-0.008993598315400066,0.049311989714229,0.022096429435441572,-0.0012472537109204998,0.022096429435441572,0.022096429435441572,0.021682638480903703,0.0025535377074156623,0.0002176420139486518,0.0002176420139486518,0.025847530041124167,0.004871611070607681,0.0028720249188763257,0.0028720249188763257,0.05464255993759469,-0.035332248508651735,-0.0403934017243511,0.05464255993759469,0.04755089024812159,-0.024464084784278233,-0.028290816299681144,0.04755089024812159,0.04755089024812159,-0.025838970204805498,-0.029673667250027624,0.04755089024812159,-0.024515129913356113,-0.023959092862115283,-0.02599361034231605,-0.024515129913356113,-0.019573047005903732,-0.021407251900517055,-0.022532179312679212,-0.019573047005903732,-0.01449120662644667,-0.019002664706924507,-0.023959092862115283,-0.01449120662644667,0.040128057246571994,0.019426439051669117,0.015299778311426782,0.040128057246571994,0.026397581182199294,0.014152404179821792,0.018206585158422214,0.026397581182199294,0.028677287076908465,0.014121549116877793,0.012776021013328823,0.028677287076908465,0.02309260582738193,0.009493273230536645,0.02309260582738193,0.02309260582738193,0.021625673160675384,0.011373092170603791,0.021625673160675384,0.021625673160675384,0.024044961203564953,0.013683205300820959,0.024044961203564953,0.024044961203564953,0.02062589020830341,0.023789918007728617
2003-09-01,-0.020476089403297287,-0.016746262660716996,-0.013767647816102426,-0.020476089403297287,-0.02868588541919401,-0.013381045741491572,-0.0015496648886387104,-0.02868588541919401,-0.02857495762967779,-0.007282352120177299,-0.0003610339444770471,-0.02857495762967779,-0.0294326063464145,-0.011189891484108039,-0.02020555055892411,-0.0294326063464145,-0.029610595111642532,-0.006249210301296826,-0.014216659032776236,-0.029610595111642532,-0.03158730723100136,-0.0052239073254529995,-0.00623040995233828,-0.03158730723100136,-0.019160547515834125,-0.00996548503707704,-0.006167050146482535,-0.019160547515834125,-0.028460822040283416,-0.008892455746551124,0.000310494626231542,-0.028460822040283416,-0.028460822040283416,-0.00628290292923086,0.0008204574928137223,-0.028460822040283416,0.0020588619201507685,0.0044807524753071,0.011610382804708545,0.0020588619201507685,-0.010376829129290365,0.0009111661749207269,0.009862343098412269,-0.010376829129290365,-0.012427308239576695,-0.0007814165417549491,0.0034119592167449753,-0.012427308239576695,-0.0017800664947533276,-0.0022747491789456083,-0.0017800664947533276,-0.0017800664947533276,-0.01479257540637673,-0.011658354190691752,-0.01479257540637673,-0.01479257540637673,-0.014772261327408462,-0.011773683808628463,-0.014772261327408462,-0.014772261327408462,0.030995088517256845,0.017153874731836653,0.019750692614661086,0.030995088517256845,0.028240786232646305,0.01993946194633961,0.01889353974118058,0.028240786232646305,0.021917228444591198,0.017005931248280783,0.022256888882351476,0.021917228444591198,-0.014688917282876024,-0.014244940190313946
2003-10-01,0.01486793466810582,-0.02171571330717746,-0.0016514488483603445,0.01486793466810582,0.01486793466810582,-0.029738227382015744,-0.02375965018292834,0.01486793466810582,0.01486793466810582,-0.039216297286295464,-0.031606533362100356,0.01486793466810582,0.046798116301542916,0.030413575731646846,0.046798116301542916,0.046798116301542916,0.037863233824271196,0.027144588117679953,0.037863233824271196,0.037863233824271196,0.050075402095047496,0.0400934528432245,0.050075402095047496,0.050075402095047496,0.021709968852382782,-0.057737999024358076,-0.06879366006456715,0.021709968852382782,0.021709968852382782,-0.050181826501962755,-0.05874939828531775,0.021709968852382782,0.021709968852382782,-0.055080972713172166,-0.06322349123712774,0.021709968852382782,0.07422502557401128,-0.017276630321624676,-0.03106445104826185,0.07422502557401128,0.05662344570839611,-0.014067971390803593,-0.017311370181047565,0.05662344570839611,0.061463610594434,-0.007761280706325029,-0.014516379817783916,0.061463610594434,0.08514658851488943,-0.018273592087271414,-0.03991011828337225,0.08514658851488943,0.08514658851488943,-0.018781207000981993,-0.03300160250895023,0.08514658851488943,0.08514658851488943,-0.023921726888757752,-0.03754767125493978,0.08514658851488943,0.048547311090482985,0.023363983925240365,0.048547311090482985,0.048547311090482985,0.0523810313416722,0.032903900766945916,0.0523810313416722,0.0523810313416722,0.05174838744549969,0.03947739246571156,0.05174838744549969,0.05174838744549969,0.05757154748455173,0.05540850898399352
