Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1999-01-01,0.03866416101226511,-0.03706362930919593,-0.06559564655209549,0.017334162099741812,-0.01081386730950007,0.15900381787163664,-0.013233180205164952,-0.024805588663998845,0.04807683263764062,0.05143574793799255
1999-02-01,-0.032068579795861085,0.01554429042426353,-0.00859628093531617,0.015726968119920137,0.009002916231646507,-0.09917332346337815,-0.010495551801380398,-0.027557600835580565,0.0011468234555553902,-0.006257437040520286
1999-03-01,0.03894804959737441,0.014577254042309917,0.1372837292341118,0.029676789726450936,0.017208545466970593,0.07431184231052024,-0.0029468317061427385,-0.06920994187595797,0.026345786348150435,0.04751008988423577
1999-04-01,0.04049229717133951,0.2513202176553362,0.15215715402523067,0.07301610423396987,0.15466947649993146,0.0059772897452223805,-0.03316505161739702,0.10381829614208171,0.03571414426069608,0.02734371285424575
1999-05-01,-0.02286579117958809,-0.09101374128872475,-0.021582273751151293,-0.06030428789606401,-0.019608490554948954,0.0033959062239410365,-0.010410593661304035,0.01174567219721534,-0.030710764647551514,-0.04526094633238398
1999-06-01,0.052201963811360885,0.05449910947928549,0.015270473696483489,0.040498858123984016,0.06000082180364985,0.09602376049366868,0.013613912576838638,0.03482802086013903,0.04391297706371433,0.06302353682994832
1999-07-01,-0.028097007558040343,-0.008334575043999148,0.02410360696672087,-0.05847237593305832,-0.03545976559427355,-0.011577840834588682,-0.03339822208897247,0.009212905278562333,-0.02981840142436032,-0.07325525431675706
1999-08-01,-0.0051784113916222285,-0.04498483324627611,0.010934855181296221,-0.04400517200941367,0.00816111322718438,0.03514235787272857,0.017120797899236706,-0.047788555510931974,-0.045005220946834235,-0.03854945630479589
1999-09-01,-0.025082975904239246,-0.03437249396231001,-0.050297144975411934,-0.05537019797384979,-0.00701607536909421,-0.00414969572982149,-0.09226910125838839,0.01761921523537957,-0.013793925752691671,-0.015919676246852976
1999-10-01,0.06707464569157096,0.026922852070067727,-0.010339330964243998,0.15923133159568126,-0.019908555055076826,0.030303261912489443,0.0938201988534979,0.012964774575280336,0.05069944902693102,0.09022990765912109
1999-11-01,0.0166520428523671,-0.0141657013653127,-0.0017339524669106599,-0.0440098872035225,-0.022221944560036455,0.09816110875192674,0.0031467712293344885,-0.03288091526815584,0.011646998118941543,0.000550258369746981
1999-12-01,0.05452058326723175,0.11103864555035092,0.004053553215838113,-0.027493348598394918,0.07670482925177646,0.15433598500188772,-0.07528200433415455,-0.028062620206265154,0.08388162046547509,0.0935100953114365
2000-01-01,-0.04745500842141559,-0.11858992967992033,0.011046811053799122,-0.02602401591923753,-0.07815601749216916,-0.061466533119754696,0.01176731552034127,-0.011503173110514409,-0.019586705202578214,-0.12314910033285698
2000-02-01,-0.015225949272360872,-0.10046937200088357,-0.042333964973148785,-0.10704631419018928,-0.055173066982912466,0.10506808943625212,-0.11701482135068375,-0.12153741203584434,-0.06538653403578476,-0.05571473057812171
2000-03-01,0.09413400248688175,0.0982879070321061,0.1206693756785655,0.1783008663435488,0.13686142176446836,0.08389219627447542,0.03427267508755816,0.1010290437977055,0.0899502728068835,0.13929447527255334
2000-04-01,-0.03266857514401411,-0.030926395923993488,-0.011625085223661569,0.013363432263748143,0.01653925177411364,-0.09184700796418044,0.056400020519298266,0.07340092125296227,-0.011716499749389042,-0.01891206481892882
2000-05-01,-0.015722272523676084,-0.031556380210031265,0.11742453849770484,0.022321221810707614,-0.004219642896507225,-0.10397746258327445,0.07132854776507536,-0.002193549326644062,-0.026804526761252778,-0.05398065347334602
2000-06-01,0.01728610801489161,-0.08979038479115542,-0.05956513688665521,-0.0517779346131938,-0.041313565430125876,0.09955624876407798,0.05417705676267226,-0.041231698411616446,0.002118838979737303,-0.05590809910281458
2000-07-01,-0.013384766661877823,0.013492383727552681,-0.03345277269774516,0.09191819097074627,0.017569916916922557,-0.053056148672747216,-0.03430678290299172,0.023175452502033345,-0.014799174147251626,0.017816763306083727
2000-08-01,0.0653412812288352,0.022870254159535364,0.10920765754390693,0.1015714952026594,0.09902040141682988,0.10170488882121997,-0.012210523360574932,0.038960869894529626,0.03540748224136836,-0.04146650282079378
2000-09-01,-0.05723097914468622,-0.10331510578029934,0.012065791145993154,0.018661274360426194,-0.03168321224706838,-0.17965717602091136,0.04033821681225325,0.12282672601195155,-0.036269394107654285,-0.001254199544908574
2000-10-01,-0.002177635115190868,0.09411207451352088,-0.022975539848167692,-0.005624345066685299,0.02528334328111881,-0.05727768024919666,0.07348626879144526,0.06686237927410588,0.015053786870377284,-0.010103525355788179
2000-11-01,-0.0746529177374814,-0.02529596836547332,-0.052451107792565566,-0.05108726018560372,-0.03399986979530678,-0.20514670334186702,0.0345033928197096,-0.0004569079186210745,-0.09110173877044092,-0.024793943674691343
2000-12-01,-0.008268163755736135,0.11192196855252612,0.0988098730786402,0.0813291409145882,0.035196547839079884,-0.09892109294963736,0.0333515894374099,-0.027918507501145662,0.016316725811674093,0.06779731258418664
2001-01-01,0.047663023592046105,-0.0013400559010535718,-0.02897035870657283,0.0013167215251133069,0.008019196776340776,0.19121790896942392,-0.07019775400962769,-0.0424154713578514,0.07248780224648232,0.11908268390469612
2001-02-01,-0.0953880368681993,0.012949306690290596,-0.012138078398074126,-0.06727793368386992,-0.05992993788762657,-0.24906148120976468,0.0060424598438426624,0.02075339016228961,-0.019165033902330153,-0.07140339688431974
2001-03-01,-0.05857170033153902,-0.05445098847600649,-0.032766495088559,-0.03315165846632673,-0.09833870458974459,-0.11460178112752273,-0.07207209177587193,-0.021269880819496878,-0.06420076568634792,-0.016584924570488213
2001-04-01,0.08836313571707088,0.11177567005054434,0.10660371571732141,0.03960066458441913,0.11750373359197974,0.16169270438218297,0.02240009839384327,0.05568543027315731,0.07402172713674715,0.048508609867884855
2001-05-01,-0.005606098414597249,0.03846140997851566,-0.009447790500143438,0.04399930926329665,0.0418489772976407,-0.040957830415247365,0.014682807226827466,0.007012568066326219,0.038193588574138015,0.023809981682331616
2001-06-01,-0.02659816625930833,-0.03877958442357221,-0.09538030671671116,-0.010798021265229663,-0.06381557330141707,0.01954396940871317,-0.049276768621450695,-0.05691822206954067,-0.011705540368509793,-0.010018039382459376
2001-07-01,-0.007380104103558827,0.0017068479847763829,-0.006889228777040901,-0.005860793042239298,8.548576376399275e-05,-0.069222212668269,0.03371720287103752,-0.0019035456690255081,-0.019560575151717496,0.0467138677051373
2001-08-01,-0.05933226262076907,-0.004090613268292964,-0.04233325968206825,-0.06612109237308861,-0.03432692258757308,-0.12204441529982846,0.004790555831415633,-0.03563304144927859,-0.05075933677509947,-0.08754358225238024
2001-09-01,-0.08506397432462409,-0.12368815133966227,-0.10128799251079101,-0.06052578508796691,-0.15008977535403567,-0.1637704416244915,-0.004370167958046456,-0.017131114540874348,-0.1451441793256084,-0.12893416376490086
